"","Gender","Residence","Nationality","MTurkID","task_comp_check1","task_comp_check2","task_comp_check3","timing_ctrl1a_Page.Submit","timing_ctrl1b_Page.Submit","timing_ctrl2a_Page.Submit","timing_ctrl2b_Page.Submit","timing_ctrl3a_Page.Submit","timing_ctrl3b_Page.Submit","timing_ctrl4a_Page.Submit","timing_ctrl4b_Page.Submit","timing_ctrl5a_Page.Submit","timing_ctrl5b_Page.Submit","prep_timing1a_Page.Submit","prep_timing1b_Page.Submit","prep_timing2a_Page.Submit","prep_timing2b_Page.Submit","prep_timing3a_Page.Submit","prep_timing3b_Page.Submit","prep_timing4a_Page.Submit","prep_timing4b_Page.Submit","prep_timing5a_Page.Submit","prep_timing5b_Page.Submit","prep_timing6a_Page.Submit","prep_timing6b_Page.Submit","prep_timing7a_Page.Submit","prep_timing7b_Page.Submit","prep_timing8a_Page.Submit","prep_timing8b_Page.Submit","prep.timing9a_Page.Submit","prep.timing9b_Page.Submit","prep.timing10a_Page.Submit","prep.timing10b_Page.Submit","prep_timing11_Page.Submit","prep.tming11b_Page.Submit","prep.timing12a_Page.Submit","prep.timing12b_Page.Submit","Comp_check_PR1","comp_check_PR2","Comp_check_comp1","Comp_check_comp2","Comp_check_comp3","Comp_check_comp4","choice_tourn_first2","choice_PR_first2","extra_prep1","extra.prep2","extraprep3","extraprep4","extraprep5","conf_rank","gender_perform","task_gender_prep","gender_compete","risk","preparedness","gen_gender_prep","fatigue_1","fatigue_2","fab_1","fab_2","fab_3","fab_4","fab_5","fab_6","interest","Age","Race.ethnicity","Race.ethnicity_7_TEXT","ownincome","education","unclear","Condition","score_before_task","unlimited_prep_score","taskscore.x","task_comp_check_acc","pay_comp_check_acc","n_comp_wrong","extra_prep_count","comp_choice","total_time","time_qs","perf_fixed","extraprep_count_time","perf_extra","fab","fati","bonus_assn","bonus_qs","percent_rank","conf_accuracy","taskscore.y","PR_pay","taskscore","difference_score","W_L","tourn_payment","combined_pay","total_bonus"
"918","Female","United States","American","APU8QVDVUZB3Y","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.018,8.536,22.724,7.229,38.922,5.715,35.537,6.15,28.611,18.209,47.234,12.826,40.057,5.816,37.056,11.636,40.043,7.96,29.021,6.825,29.259,12.917,64.886,11.61,"$12 ","","$24 ","","$0 ","","Piece-rate (where you will earn $.10 for every problem solved correctly)","","No","","","","",0.5,"Men","Women","Men",7,"No","Women",4,4,2,3,2,2,3,3,5,36,"Black/African-American","","$30,000 to $40,000","Graduate Degree","","Prepare",57,NA,37,0,3,3,0,"Piece-rate",553.797,438.368,0.13002773925104,0,NA,2.5,4,3,0.1,0.309268292682927,"incorrect",37,3.7,NA,NA,NA,NA,3.7,3.8
"919","Male","United States","American","A1O8QR5XKKVQ69","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.374,1.806,16.584,6.008,18.101,3.357,19.74,3.31,24.829,2.954,21.318,2.121,26.594,2.852,29.656,3.454,19.958,3.739,15.574,2.934,15.381,2.884,23.059,8.512,"$12 ","","$24 ","","$0 ","","","Piece-rate (where you will earn $.10 for every problem solved correctly)","No","","","","",0.4,"Men","Women","Men",7,"No","Women",5,3,5,6,5,5,5,5,5,29,"White/Caucasian","","$70,000 to $80,000","Some College","","Prepare",55,NA,54,0,3,3,0,"Piece-rate",284.099,240.168,0.229006362213117,0,NA,5.16666666666667,4,1,0.1,0.653658536585366,"correct",54,5.4,NA,NA,NA,NA,5.4,5.5
"920","Female","United States","American","A2XB0C4SM617GW","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.401,1.76,33.741,6.871,13.021,1.247,17.355,469.371,11.552,1.886,13.377,2.103,15.677,1.327,24.401,2.876,10.571,5.269,12.658,0.924,23.166,3.081,14.262,1.101,"$1.20 ","$14 ","$24 ","","$0.25 ","$0 ","Piece-rate (where you will earn $.10 for every problem solved correctly)","","No","","","","",0.6,"Men","Men","Men",5,"No","Men",3,3,4,4,4,4,4,4,6,22,"White/Caucasian","","$40,000 to $50,000","Some College","","Prepare",56,NA,46,0,5,5,0,"Piece-rate",695.998,198.182,0.282568548102249,0,NA,4,3,4,0,0.501463414634146,"incorrect",46,4.6,NA,NA,NA,NA,4.6,4.6
"921","Male","United States","American","A2KKBVJPSOVKVJ","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.119,4.21,11.474,5.081,21.393,4.859,19.594,5.9,24.238,5.263,17.672,4.924,23.924,50.57,31.059,6.096,12.721,6.036,9.717,4.209,18.416,4.997,24.763,5,"$12 ","","$24 ","","$0 ","","Piece-rate (where you will earn $.10 for every problem solved correctly)","","No","","","","",0.4,"Women","Women","Women",4,"No","Women",1,3,2,4,1,5,2,2,7,37,"Native American","","$20,000 to $30,000","Some College","Nope","Prepare",57,NA,43,0,3,3,0,"Piece-rate",330.235,223.09,0.255502263660406,0,NA,2.66666666666667,2,2,0.1,0.433170731707317,"correct",43,4.3,NA,NA,NA,NA,4.3,4.4
"922","Male","United States","American","A22HDIXTWGVUOW","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.468,16.373,23.111,4.535,23.955,8.3,25.943,6.867,27.74,10.482,25.941,5.442,23.77,5.469,27.95,5.694,21.687,6.055,23.126,8.078,48.329,5.914,24.054,12.893,"$12 ","","$24 ","","$24 ","$0 ","","Piece-rate (where you will earn $.10 for every problem solved correctly)","No","","","","",0.5,"Men","Women","Men",4,"No","Women",2,2,1,2,2,3,3,2,6,50,"Hispanic/Latino","","$30,000 to $40,000","Bachelor's Degree","","Prepare",56,NA,27,0,4,4,0,"Piece-rate",419.176,323.074,0.173334901601491,0,NA,2.16666666666667,2,2,0.1,0.129756097560976,"incorrect",27,2.7,NA,NA,NA,NA,2.7,2.8
"923","Female","United States","American","A24XVUEUWVB0ZZ","48","","",21.382,4.748,18.197,2.462,16.811,2.485,15.267,1.938,17.91425,1.638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12 ","","$24 ","","$24 ","$0 ","Piece-rate (where you will earn $.10 for every problem solved correctly)","","Yes","No","","","",0.7,"Men","Women","Men",0,"No","Women",5,5,4,4,4,4,4,4,7,39,"Other (please specify)","south east asian","$90,000 to $100,000","Some College","","Control",5,41,44,0,4,4,1,"Piece-rate",102.84225,89.57125,0.0558214828976932,120,0.341666666666667,4,5,1,0.1,0.460487804878049,"incorrect",44,4.4,NA,NA,NA,NA,4.4,4.5
"924","Female","United States","American","A200IPJL73A6XB","48","","",26.131,20.953,23.164,3.254,23.107,2.247,22.631,1.757,23.75825,2.511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12 ","","$24 ","","$0 ","","","Piece-rate (where you will earn $.10 for every problem solved correctly)","Yes","No","","","",0.6,"Women","Women","Men",8,"Yes","Women",1,1,2,3,3,3,2,4,6,57,"White/Caucasian","","$30,000 to $40,000","Some College","","Control",4,30,35,0,3,3,1,"Piece-rate",149.51325,118.79125,0.0336725137583787,120,0.25,2.83333333333333,1,3,0.1,0.264390243902439,"incorrect",35,3.5,NA,NA,NA,NA,3.5,3.6
"925","Female","United States","American","A3SCNUNC4712HR","48","","",37.573,3.412,35.816,1.579,22.4,1.99,19.009,3.015,28.6995,2.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$1.20 ","$14 ","$24 ","","$24 ","$0 ","Tournament (where you will earn $.20 for every problem solved correctly only if you win)","","Yes","No","","","",0.3,"Men","Women","Men",10,"Yes","Women",7,7,7,7,1,1,7,1,7,30,"Black/African-American","","Less than $10,000","Graduate Degree","no","Control",5,40,40,0,5,5,1,"Tournament",156.2795,143.4975,0.0348438126099758,120,0.333333333333333,4,7,3,0.1,0.367804878048781,"correct",NA,NA,40,14,"win",8,8,8.1
"926","Female","United States","American","A1O03HRAY6E97V","48","","",24.916,3.102,53.233,1.872,25.065,2.323,25.275,3.566,32.12225,5.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12 ","","$24 ","","$0 ","","Piece-rate (where you will earn $.10 for every problem solved correctly)","","Yes","No","","","",0,"Women","Women","Men",3,"No","Women",5,5,3,2,3,3,2,2,3,31,"White/Caucasian","","Less than $10,000","Bachelor's Degree","no","Control",4,25,22,0,3,3,1,"Piece-rate",176.53125,160.61125,0.0249048556685786,120,0.208333333333333,2.5,5,4,0.1,0.0663414634146341,"correct",22,2.2,NA,NA,NA,NA,2.2,2.3
"927","Female","United States","American","A1GRRNMHBYSOOH","48","","",23.566,7.035,16.646,4.941,23.193,3.254,21.381,2.718,21.1965,2.322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12 ","","$24 ","","$0 ","","","Piece-rate (where you will earn $.10 for every problem solved correctly)","Yes","Yes","No","","",0.5,"Women","Women","Men",5,"No","Women",2,3,2,6,2,5,3,2,6,37,"White/Caucasian","","$40,000 to $50,000","Bachelor's Degree","","Control",4,32,54,0,3,3,2,"Piece-rate",126.2525,105.9825,0.0377420800603873,240,0.133333333333333,3.33333333333333,2.5,2,0.1,0.653658536585366,"correct",54,5.4,NA,NA,NA,NA,5.4,5.5
"928","Male","United States","American"," A23HANYTQPADUC","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.148,4.566,15.569,5.997,18.149,6.203,18.532,25.979,22.517,2.902,20.017,10.945,24.734,7.892,19.201,3.392,22.147,22.327,23.308,9.555,35.509,8.032,34.777,3.296,"$1.20 ","$14 ","$24 ","","$0 ","","","Piece-rate (where you will earn $.10 for every problem solved correctly)","Yes","No","","","",0.4,"Men","Men","Men",1,"No","Men",6,6,4,4,6,4,4,4,5,59,"White/Caucasian","","Less than $10,000","Some College","","Prepare",53,39,34,0,4,4,1,"Piece-rate",382.694,271.608,0.195134163942152,120,0.325,4.33333333333333,6,4,0,0.248780487804878,"incorrect",34,3.4,NA,NA,NA,NA,3.4,3.4
"929","Female","United States","American","A3FXXVWB4808XQ","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.152,6.963,13.7,4.338,22.455,12.665,33.895,6.716,24.658,4.883,35.224,7.68,30.352,5.358,35.087,4.354,27.782,23.044,18.188,3.928,17.472,8.056,35.193,6.099,"$12 ","","$24 ","","$0 ","","","Piece-rate (where you will earn $.10 for every problem solved correctly)","Yes","No","","","",0.2,"Men","Women","Women",0,"No","Women",5,5,3,3,3,3,3,3,7,36,"White/Caucasian","","$50,000 to $60,000","Vocational Training","No","Prepare",55,39,43,0,3,3,1,"Piece-rate",401.242,307.158,0.179060939321131,120,0.325,3,5,4,0.1,0.433170731707317,"correct",43,4.3,NA,NA,NA,NA,4.3,4.4
"930","Male","United States","American","AB7FCO8X423HV","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.231,2.553,14.621,1.254,30.545,0.961,22.135,0.886,17.675,5.652,27.877,1.881,25.061,1.015,35.382,0.804,31.78,8.37,18.979,1.777,24.922,2.786,23.378,4.152,"$12 ","","$24 ","","$0 ","","","Piece-rate (where you will earn $.10 for every problem solved correctly)","No","","","","",0.7,"Women","Women","Men",3,"No","Women",2,2,6,4,6,5,5,5,6,36,"White/Caucasian","","$20,000 to $30,000","High School Diploma","","Prepare",57,NA,36,0,3,3,0,"Piece-rate",321.677,289.586,0.196832719813803,0,NA,5.16666666666667,2,3,0.1,0.290731707317073,"incorrect",36,3.6,NA,NA,NA,NA,3.6,3.7
"931","Male","United States","American","A2DEXI76SHXIP9","48","","",19.122,7.487,16.764,3.107,20.756,2.486,13.996,2.793,17.6595,21.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12 ","","$24 ","","$24 ","$0 ","","Piece-rate (where you will earn $.10 for every problem solved correctly)","Yes","No","","","",0.6,"Women","Women","Men",7,"No","Women",5,5,5,3,2,2,3,3,6,59,"White/Caucasian","","$50,000 to $60,000","Some College","no","Control",3,39,50,0,4,4,1,"Piece-rate",125.1875,88.2975,0.0339760468869447,120,0.325,3,5,3,0.1,0.584390243902439,"incorrect",50,5,NA,NA,NA,NA,5,5.1
"932","Female","United States","American","A13EQKE0TOQ07C","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.867,2.587,14.01,2.959,27.029,3.899,18.806,3.958,18.246,4.01,38.649,9.146,23.363,3.672,29.453,4.187,36.01,5.122,16.968,4.367,16.152,5.269,23.723,2.897,"$12 ","","$24 ","","$0 ","","Piece-rate (where you will earn $.10 for every problem solved correctly)","","Yes","No","","","",0.7,"Women","Women","Men",7,"No","Women",3,2,4,3,3,3,4,6,7,39,"White/Caucasian,Hispanic/Latino","","$20,000 to $30,000","Bachelor's Degree","","Prepare",57,39,49,0,3,3,1,"Piece-rate",326.349,274.276,0.207819860286718,120,0.325,3.83333333333333,2.5,1,0,0.561951219512195,"incorrect",49,4.9,NA,NA,NA,NA,4.9,4.9
"933","Male","United States","American","AGS3G0AT438E7","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.626,2.371,18.701,6.647,14.277,3.997,14.794,2.82,10.791,2.355,23.717,2.742,18.658,5.415,18.902,3.501,34.921,2.013,10.614,2.14,16.201,4.668,28.516,2.548,"$1.20 ","$14 ","$24 ","","$24 ","$0 ","Piece-rate (where you will earn $.10 for every problem solved correctly)","","No","","","","",0.5,"Men","Women","Men",6,"No","Women",5,5,4,4,4,4,4,4,7,28,"White/Caucasian","","$30,000 to $40,000","Graduate Degree","","Prepare",56,NA,55,0,5,5,0,"Piece-rate",262.935,221.718,0.252573088337438,0,NA,4,5,4,0.1,0.669268292682927,"correct",55,5.5,NA,NA,NA,NA,5.5,5.6
"934","Female","United States","American","ANXIYA9KKTO2Y","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.34,1.669,9.916,1.594,16.653,4.196,25.726,1.643,15.854,1.744,12.854,2.348,21.433,3.004,18.289,2.15,18.098,1.822,14.203,1.83,13.564,1.677,34.767,4.998,"$12 ","","$24 ","","$0 ","","","Piece-rate (where you will earn $.10 for every problem solved correctly)","No","","","","",0.8,"Men","Women","Women",7,"No","Women",4,5,4,5,3,4,3,4,5,24,"White/Caucasian","","$40,000 to $50,000","Bachelor's Degree","none","Prepare",57,NA,59,0,3,3,0,"Piece-rate",239.372,210.697,0.270530667261518,0,NA,3.83333333333333,4.5,1,0.1,0.728780487804878,"incorrect",59,5.9,NA,NA,NA,NA,5.9,6
"935","Female","United States","American","A1U5HJN8JXXLl7","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.145,4.349,21.892,8.295,15.115,11.057,16.41,20.364,23.924,10.153,22.125,4.377,19.782,5.244,17.661,21.231,17.073,4.876,21.564,4.087,38.057,5.555,23.84,7.818,"$1.20 ","$14 ","$24 ","","$0 ","","Piece-rate (where you will earn $.10 for every problem solved correctly)","","Yes","Yes","No","","",0.7,"Men","Women","Men",3,"No","Women",2,2,4,3,3,5,3,3,7,50,"White/Caucasian","","$30,000 to $40,000","Bachelor's Degree","no","Prepare",55,107,54,0,4,4,2,"Piece-rate",364.994,257.588,0.21351926331972,240,0.445833333333333,3.5,2,3,0.1,0.653658536585366,"incorrect",54,5.4,NA,NA,NA,NA,5.4,5.5
"936","Male","United States","American","A3QVOKVJP63O0P","48","","",11.681,2.909,37.785,1.667,24.568,1.742,4.666,1.447,19.675,11.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$1.20 ","$14 ","$24 ","","$24 ","$0 ","Piece-rate (where you will earn $.10 for every problem solved correctly)","","No","","","","",0,"Women","Women","Men",4,"No","Women",4,4,7,6,5,4,6,6,1,32,"White/Caucasian","","$30,000 to $40,000","Some College","","Control",1,NA,6,0,5,5,0,"Piece-rate",117.765,98.375,0.0101651842439644,0,NA,5.66666666666667,4,1,0,0.00682926829268293,"correct",6,0.6,NA,NA,NA,NA,0.6,0.6
"937","Male","United States","American","A1SS1WAVZAXY44","48","","",26.69,9.001,23.7,4.627,21.777,2.997,21.045,3.957,23.303,3.501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12 ","","$24 ","","$0 ","","Piece-rate (where you will earn $.10 for every problem solved correctly)","","No","","","","",0.5,"Men","Women","Men",1,"No","Women",7,7,7,7,3,5,7,4,1,39,"White/Caucasian,Hispanic/Latino","","$100,000 to $200,00","Bachelor's Degree","","Control",5,NA,17,0,3,3,0,"Piece-rate",140.598,116.515,0.0429129296657083,0,NA,5.5,7,3,0.1,0.0351219512195122,"incorrect",17,1.7,NA,NA,NA,NA,1.7,1.8
"938","Male","United States","American","A19W2VLBAMDX85","48","","",20.141,2.227,13.151,1.632,19.095,1.629,15.392,1.137,16.94475,1.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12 ","","$0 ","$28 ","$0 ","","","Tournament (where you will earn $.20 for every problem solved correctly only if you win)","Yes","No","","","",0.4,"Women","Women","Men",6,"No","Women",1,1,5,5,3,4,5,4,5,29,"White/Caucasian","","$40,000 to $50,000","Bachelor's Degree","No","Control",5,38,40,0,4,4,1,"Tournament",92.42475,84.72375,0.059015329231768,120,0.316666666666667,4.33333333333333,1,4,0,0.367804878048781,"incorrect",NA,NA,NA,NA,NA,NA,0,0
"939","Female","United States","American","A2U8QOJRKUCTWG","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.444,3.434,23.624,8.672,18.849,3.464,16.989,3.334,17.536,3.256,17.388,3.872,34.244,4.332,22.298,3.257,17.085,3.862,16.963,4.055,23.643,3.504,35.253,3.866,"$12 ","","$24 ","","$0 ","","","Piece-rate (where you will earn $.10 for every problem solved correctly)","No","","","","",0.3,"Men","Women","Men",3,"Yes","Women",1,3,6,3,4,3,6,5,7,36,"White/Caucasian","","$60,000 to $70,000","Some College","Nothing","Prepare",57,NA,55,0,3,3,0,"Piece-rate",306.224,257.316,0.221517511542228,0,NA,4.5,2,4,0.1,0.669268292682927,"correct",55,5.5,NA,NA,NA,NA,5.5,5.6
"940","Female","United States","American","AK1Y09TWU3IQ6","48","","",25.881,2.706,24.486,3.11,24.623,2.459,31.748,3.747,26.6845,21.881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$1.20 ","$14 ","$24 ","","$0 ","","Tournament (where you will earn $.20 for every problem solved correctly only if you win)","","No","","","","",0.3,"Men","Women","Men",6,"Yes","Women",2,6,2,4,6,6,5,4,1,43,"White/Caucasian","","$40,000 to $50,000","Bachelor's Degree","just not fair to me far as competing I just had a lumbar pucture for high pressure yesterday and my vision is blurry today but I tried.","Control",4,NA,24,0,4,4,0,"Tournament",167.3255,133.4225,0.0299799509078304,0,NA,4.5,4,1,0.1,0.0848780487804878,"incorrect",NA,NA,NA,NA,NA,NA,0,0.1
"941","Male","United States","American","A209ROKVKHDRM7","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.77,3.502,20.276,2.6,27.627,3.326,31.613,3.147,26.176,4.122,62.895,2.999,218.834,3.533,31.169,3.049,20.728,2.952,30.681,3.237,42.386,5.046,29.875,2.96,"$1.20 ","$14 ","$24 ","","$0 ","","","Piece-rate (where you will earn $.10 for every problem solved correctly)","Yes","No","","","",0.4,"Women","Women","Women",6,"No","Women",5,4,6,5,5,3,6,6,5,41,"White/Caucasian","","Less than $10,000","Bachelor's Degree","none","Prepare",56,42,38,0,4,4,1,"Piece-rate",598.503,558.03,0.100353027615003,120,0.35,5.16666666666667,4.5,3,0,0.325853658536585,"incorrect",38,3.8,NA,NA,NA,NA,3.8,3.8
"942","Female","United States","American","AZFBQWB2VSG5D","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.978,4.989,15.578,4.125,24.633,3.828,17.871,3.113,18.062,16.527,24.046,4.071,23.571,5.976,25.735,5.369,22.591,4.769,10.851,5.781,12.445,7.832,16.939,4.743,"$1.20 ","$14 ","$2 ","$28 ","$0 ","","","Piece-rate (where you will earn $.10 for every problem solved correctly)","No","","","","",0.6,"Women","Women","Women",1,"Yes","Women",4,4,4,4,4,4,4,4,4,27,"White/Caucasian","","$20,000 to $30,000","Graduate Degree","","Prepare",47,NA,53,0,5,5,0,"Piece-rate",296.423,225.3,0.20861074123391,0,NA,4,4,3,0,0.635121951219512,"correct",53,5.3,NA,NA,NA,NA,5.3,5.3
"943","Female","United States","American","A25OXNFM1G47FY","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.02,7.876,24.984,3.614,17.703,5.952,28.163,1.952,49.636,1.43,26.489,1.599,30.081,2.001,37.956,1.943,35.351,2.601,26.698,2.143,23.616,1.2,44.002,3.765,"$12 ","","$24 ","","$0 ","","Piece-rate (where you will earn $.10 for every problem solved correctly)","","No","","","","",1,"Women","Women","Women",4,"No","Women",2,2,2,2,2,3,2,4,7,51,"Black/African-American","","$90,000 to $100,000","High School Diploma","NO","Prepare",57,NA,48,0,3,3,0,"Piece-rate",422.775,386.699,0.147401467291097,0,NA,2.5,2,3,0,0.536585365853659,"incorrect",48,4.8,NA,NA,NA,NA,4.8,4.8
"944","Female","United States","American","A2I43BDUPAM00C","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.211,19.398,27.212,75.601,34.553,7.724,48.128,3.64,22.699,4.756,50.695,3.669,44.441,4.201,40.091,3.382,45.119,4.56,21.955,2.7,56.334,4.602,49.134,3.081,"$12 ","","$24 ","","$0 ","","Tournament (where you will earn $.20 for every problem solved correctly only if you win)","","Yes","No","","","",0.6,"Women","Women","Men",8,"No","Women",4,4,1,2,3,5,2,2,5,41,"White/Caucasian","","$10,000 to $20,000","Some College","no","Prepare",56,34,29,0,3,3,1,"Tournament",594.886,457.572,0.12238511097707,120,0.283333333333333,2.5,4,1,0,0.16390243902439,"incorrect",NA,NA,29,-5,"win",5.8,5.8,5.8
"945","Male","United States","American","AT6OT5K5Z4V0J","48","","",22.001,18.183,22.779,2.364,23.858,1.438,14.888,2.441,20.8815,2.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$1.20 ","$14 ","$24 ","","$0 ","","Piece-rate (where you will earn $.10 for every problem solved correctly)","","No","","","","",0.2,"Women","Women","Men",6,"No","Women",2,1,6,2,3,2,5,5,6,59,"White/Caucasian","","$90,000 to $100,000","Some College","No","Control",5,NA,26,0,4,4,0,"Piece-rate",130.8585,104.4075,0.0478892799846754,0,NA,3.83333333333333,1.5,2,0.1,0.115121951219512,"incorrect",26,2.6,NA,NA,NA,NA,2.6,2.7
"946","Female","United States","American","A3N2DR6BUWK3CT","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.812,4,72.527,9.141,52.869,2.891,46.115,5.37,54.101,8.273,63.801,7.672,59.101,15.91,48.121,4.124,48.453,2.86,54.464,3.101,61.226,2.593,71.387,3.339,"$0 ","$14 ","$24 ","","$0.25 ","$0 ","","Piece-rate (where you will earn $.10 for every problem solved correctly)","Yes","No","","","",0.1,"Women","Men","Women",0,"Yes","Women",4,4,4,2,1,4,1,1,6,32,"Black/African-American","","Less than $10,000","High School Diploma","no","Prepare",56,12,16,0,5,5,1,"Piece-rate",730.251,660.977,0.0847230690326592,120,0.1,2.16666666666667,4,1,0,0.0302439024390244,"incorrect",16,1.6,NA,NA,NA,NA,1.6,1.6
"947","Male","United States","American","A1VL81UBZTBK66","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.861,2.225,10.726,1.112,17.869,5.941,13.715,11.01,19.362,3.143,17.503,7.338,20.967,3.168,25.986,5.8,20.49,3.934,16.871,2.542,19.266,7.238,43.557,20.056,"$12 ","","$24 ","","$0 ","","Piece-rate (where you will earn $.10 for every problem solved correctly)","","No","","","","",0.7,"Women","Men","Men",8,"No","Men",2,2,4,3,2,2,2,7,7,22,"Hispanic/Latino","","$20,000 to $30,000","Some College","No","Prepare",56,NA,46,0,3,3,0,"Piece-rate",311.68,238.173,0.235123208760019,0,NA,3.33333333333333,2,2,0,0.501463414634146,"incorrect",46,4.6,NA,NA,NA,NA,4.6,4.6
"948","Male","United States","American","A2H4HYDU6FFAMQ ","48","","",2.921,10.384,3.033,1.035,4.028,1.508,2.261,1.068,3.06075,1.096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12 ","","$24 ","","$0 ","","Piece-rate (where you will earn $.10 for every problem solved correctly)","","No","","","","",0.5,"Men","Men","Men",3,"No","Women",5,5,4,5,5,3,2,5,7,33,"White/Caucasian","","$30,000 to $40,000","Bachelor's Degree","Na","Control",2,NA,57,0,3,3,0,"Piece-rate",30.39475,15.30375,0.130686923139753,0,NA,4,5,1,0.1,0.705365853658537,"correct",57,5.7,NA,NA,NA,NA,5.7,5.8
"949","Female","United States","American","A55T16DTWY2WC","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.435,4.861,19.053,9.987,18.483,3.628,30.797,4.985,20.973,2.771,35.102,6.025,27.326,4.221,30.255,3.313,28.483,3.298,19.074,4.075,27.946,4.783,46.971,3.399,"$12 ","","$24 ","","$0 ","","","Piece-rate (where you will earn $.10 for every problem solved correctly)","Yes","No","","","",0.2,"Men","Women","Men",1,"No","Women",5,5,2,3,2,3,2,2,4,56,"White/Caucasian","","$20,000 to $30,000","Some College","","Prepare",57,20,29,0,3,3,1,"Piece-rate",378.244,322.898,0.176526333393208,120,0.166666666666667,2.33333333333333,5,4,0,0.16390243902439,"incorrect",29,2.9,NA,NA,NA,NA,2.9,2.9
"950","Female","United States","American","AD1QL6K2T8G0H","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.878,5.872,45.288,5.215,33.071,5.796,48.855,4.764,42.847,10.221,31.841,14.883,29.618,5.594,43.723,7.238,29.989,6.748,29.754,10.18,36.342,7.272,48.157,4.298,"$12 ","","$24 ","","$24 ","$0 ","Tournament (where you will earn $.20 for every problem solved correctly only if you win)","","Yes","Yes","Yes","Yes","No",0.4,"Men","Women","Women",5,"No","Women",4,2,2,4,2,4,2,2,6,37,"Black/African-American","","$20,000 to $30,000","High School Diploma","Nope","Prepare",55,132,39,0,4,4,4,"Tournament",536.444,448.363,0.122668462830341,480,0.275,2.66666666666667,3,3,0,0.343414634146341,"incorrect",NA,NA,NA,NA,NA,NA,0,0
