"workerId","task_score","gender","gender_other","task_comp_check1","task_comp_check2","task_comp_check3","task_comp_check_acc","practice_problems_binary","perc_practice_all","perc_practice_men","perc_practice_women","conf_rank","better_gender_guess","perc_task_gender_pract","perc_gender_comp_F","perc_gender_comp_M","risk","perc_gen_gender_pract","age","education","condition","extra_practice_rounds_count","practice_nonempty","fraud","Q_RecaptchaScore","Q_RelevantIDDuplicate","Q_RelevantIDDuplicateScore","Q_RelevantIDFraudScore","total_pract_time","Finished","perceived_pract_dev","perceived_pract_dev_F","perceived_pract_dev_M"
"AX2FM653MVSVA",5,"Woman",NA,"48",NA,NA,0,"No",90,50,90,70,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose tournament more often than piece rate","Men would choose tournament more often than piece rate","5","There is no difference in how much men and women prepare",60,"Bachelor's degree (BA, BS, etc)","piecerate",0,0,0,1,NA,0,5,0,TRUE,90,90,50
"A12S78Z52GBJMI",13,"Man",NA,"48",NA,NA,0,"Yes",30,30,30,30,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","3","There is no difference in how much men and women prepare",39,"Bachelor's degree (BA, BS, etc)","tournament",0,10,0,0.899999976158142,NA,0,0,24.559,TRUE,-31.4960441141213,-31.4960441141213,-31.4960441141213
"A1SWV4X4PD25S1",13,"Woman",NA,"48",NA,NA,0,"No",100,100,100,40,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","0","Women prepare more than men",46,"Bachelor's degree (BA, BS, etc)","piecerate",0,0,0,0.899999976158142,NA,0,0,0,TRUE,100,100,100
"A1OB9IM0RVZABO",12,"Man",NA,"48",NA,NA,0,"Yes",60,50,40,30,"Men correctly solved more multiplication problems than women","There was no difference in how likely men and women were to practice/study","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","5","Women prepare more than men",53,"Bachelor's degree (BA, BS, etc)","piecerate",0,10,0,1,NA,0,0,59.557,TRUE,-1.49604411412132,-21.4960441141213,-11.4960441141213
"AEKJ6HGKWB8QB",7,"Woman",NA,"48",NA,NA,0,"Yes",100,0,20,20,"Women correctly solved more multiplication problems than men","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","3","Women prepare more than men",41,"Master's degree (MA, MS, MENG, MSW, etc)","tournament",0,10,0,1,NA,0,0,66.398,TRUE,38.5039558858787,-41.4960441141213,-61.4960441141213
"AB7FCO8X423HV",11,"Man",NA,"48",NA,NA,0,"No",100,100,100,50,"Men correctly solved more multiplication problems than women","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","3","Women prepare more than men",37,"High school graduate (GED)","tournament",0,0,0,0.899999976158142,NA,0,0,0,TRUE,100,100,100
"A094612415T5EHTYKXTQ",11,"Woman",NA,"48",NA,NA,0,"No",50,50,0,10,"Women correctly solved more multiplication problems than men","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose piece rate more often than tournament","6","Women prepare more than men",55,"Associate's degree (including occupational or academic degrees)","tournament",0,0,0,1,NA,0,0,0,TRUE,50,0,50
"A5EOO9SWQN1XM",20,"Man",NA,"48",NA,NA,0,"No",100,100,100,20,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","3","Women prepare more than men",18,"Some college (1-4 years, no degree)","piecerate",0,0,0,0.899999976158142,NA,0,0,0,TRUE,100,100,100
"ADJ6HSU1QWJKA",10,"Man",NA,"48",NA,NA,0,"No",10,10,10,90,"Men correctly solved more multiplication problems than women","Women were more likely to practice/study than men","Women would choose tournament more often than piece rate","Men would choose piece rate more often than tournament","7","Men prepare more than women",26,"Bachelor's degree (BA, BS, etc)","tournament",0,0,0,1,NA,0,0,0,TRUE,10,10,10
"A12UOIO3KBRF7M",9,"Woman",NA,"48",NA,NA,0,"Yes",0,80,0,10,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","8","Women prepare more than men",59,"Some college (1-4 years, no degree)","piecerate",0,10,0,1,NA,0,20,52.871,TRUE,-61.4960441141213,-61.4960441141213,18.5039558858787
"A11Q8U6QTT8KGF",16,"Man",NA,"48",NA,NA,0,"No",70,70,60,60,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose tournament more often than piece rate","Men would choose tournament more often than piece rate","7","There is no difference in how much men and women prepare",40,"Bachelor's degree (BA, BS, etc)","tournament",0,0,0,0.800000011920929,NA,0,0,0,TRUE,70,60,70
"A2MDFKOD2G3R4D",9,"Woman",NA,"48",NA,NA,0,"Yes",20,10,20,40,"Men correctly solved more multiplication problems than women","There was no difference in how likely men and women were to practice/study","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","4","Women prepare more than men",41,"High school graduate (diploma)","tournament",0,10,0,1,NA,0,0,44.506,TRUE,-41.4960441141213,-41.4960441141213,-51.4960441141213
"A2JJIYN79SQWT7",12,"Woman",NA,"48",NA,NA,0,"No",100,100,100,10,"Women correctly solved more multiplication problems than men","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","4","Women prepare more than men",53,"Some college (1-4 years, no degree)","piecerate",0,0,0,0.899999976158142,NA,0,0,0,TRUE,100,100,100
"A21PM19KMCUVFN",9,"Man",NA,"48",NA,NA,0,"No",100,100,100,30,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","5","Women prepare more than men",68,"Master's degree (MA, MS, MENG, MSW, etc)","piecerate",0,0,0,1,NA,0,0,0,TRUE,100,100,100
"A22L683QL6RDHJ",11,"Woman",NA,"48",NA,NA,0,"Yes",10,10,100,30,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","7","Women prepare more than men",44,"Bachelor's degree (BA, BS, etc)","tournament",0,3,0,1,NA,0,0,11.8,TRUE,-46.5811555981779,43.4188444018221,-46.5811555981779
"A4PUOAFLUOQW4",8,"Woman",NA,"36",2,NA,1,"Yes",50,60,0,80,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","7","Women prepare more than men",39,"Some college (1-4 years, no degree)","piecerate",0,10,0,1,NA,0,0,113.501,TRUE,-11.4960441141213,-61.4960441141213,-1.49604411412132
"AFDWXY4ZACVQM",12,"Man",NA,"48",NA,NA,0,"Yes",20,20,20,50,"Men correctly solved more multiplication problems than women","There was no difference in how likely men and women were to practice/study","Women would choose piece rate more often than tournament","Men would choose piece rate more often than tournament","2","There is no difference in how much men and women prepare",69,"Master's degree (MA, MS, MENG, MSW, etc)","piecerate",1,20,0,1,NA,0,0,124.536,TRUE,-73.2869815391992,-73.2869815391992,-73.2869815391992
"AJLDSGP50KH96",11,"Woman",NA,"48",NA,NA,0,"Yes",30,30,30,10,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","2","There is no difference in how much men and women prepare",47,"Some college (1-4 years, no degree)","piecerate",0,10,0,0.899999976158142,NA,0,0,34.889,TRUE,-31.4960441141213,-31.4960441141213,-31.4960441141213
"A2NGG3KW6YTS1G",11,"Man",NA,"48",NA,NA,0,"Yes",50,50,0,40,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","8","Women prepare more than men",26,"Bachelor's degree (BA, BS, etc)","tournament",0,10,0,1,NA,0,5,30.292,TRUE,-11.4960441141213,-61.4960441141213,-11.4960441141213
"A2I9J46W32KNL",4,"Woman",NA,"48",NA,NA,0,"No",100,100,100,10,"Women correctly solved more multiplication problems than men","Women were more likely to practice/study than men","Women would choose each payment scheme equally","Men would choose piece rate more often than tournament","4","Women prepare more than men",33,"Associate's degree (including occupational or academic degrees)","tournament",0,0,0,0.899999976158142,NA,0,0,0,TRUE,100,100,100
"A3IKFI142RM8LE",15,"Woman",NA,"48",NA,NA,0,"Yes",10,20,10,50,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose each payment scheme equally","Men would choose tournament more often than piece rate","4","Women prepare more than men",37,"Some college (1-4 years, no degree)","tournament",0,10,0,0.899999976158142,NA,0,0,89.64,TRUE,-51.4960441141213,-51.4960441141213,-41.4960441141213
"A1FXGNL1XM81ON",15,"Woman",NA,"48",NA,NA,0,"No",100,100,100,0,"Women correctly solved more multiplication problems than men","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","2","Women prepare more than men",29,"Some college (1-4 years, no degree)","tournament",0,0,0,1,NA,0,0,0,TRUE,100,100,100
"A2IE6N4H90SM8",7,"Man",NA,"48",NA,NA,0,"Yes",100,100,100,30,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose each payment scheme equally","Men would choose tournament more often than piece rate","3","Women prepare more than men",68,"Bachelor's degree (BA, BS, etc)","piecerate",0,0,0,0.899999976158142,NA,0,0,16.021,TRUE,100,100,100
"A2F1MA4PBSRW83",7,"Woman",NA,"48",NA,NA,0,"Yes",90,60,60,60,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","9","There is no difference in how much men and women prepare",28,"Some college (1-4 years, no degree)","piecerate",1,20,0,1,NA,0,0,85.177,TRUE,-3.28698153919923,-33.2869815391992,-33.2869815391992
"A28LOSNMBSWL3W",10,"Woman",NA,"48",NA,NA,0,"Yes",20,80,0,0,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","4","Women prepare more than men",34,"Bachelor's degree (BA, BS, etc)","piecerate",0,10,0,1,NA,0,0,61.65,TRUE,-41.4960441141213,-61.4960441141213,18.5039558858787
"A1L8ERUX8LJG6K",10,"Woman",NA,"48",NA,NA,0,"Yes",10,10,10,10,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose each payment scheme equally","Men would choose each payment scheme equally","1","There is no difference in how much men and women prepare",47,"Bachelor's degree (BA, BS, etc)","piecerate",0,10,0,0.899999976158142,NA,0,5,36.61,TRUE,-51.4960441141213,-51.4960441141213,-51.4960441141213
"A1A50UA8YRBYFN",23,"Man",NA,"48",NA,NA,0,"No",100,100,100,70,"Women correctly solved more multiplication problems than men","There was no difference in how likely men and women were to practice/study","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","7","Women prepare more than men",29,"Some college (1-4 years, no degree)","tournament",0,0,0,1,NA,NA,NA,0,TRUE,100,100,100
"AJ3HWVUFIJ52R",14,"Man",NA,"48",NA,NA,0,"Yes",0,0,70,50,"Women correctly solved more multiplication problems than men","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","8","Women prepare more than men",34,"Bachelor's degree (BA, BS, etc)","piecerate",0,10,0,0.899999976158142,NA,0,0,22.167,TRUE,-61.4960441141213,8.50395588587868,-61.4960441141213
"AI0GXA45H2KEK",14,"Woman",NA,"48",NA,NA,0,"No",50,0,30,50,"Women correctly solved more multiplication problems than men","Women were more likely to practice/study than men","Women would choose tournament more often than piece rate","Men would choose piece rate more often than tournament","9","Women prepare more than men",41,"Master's degree (MA, MS, MENG, MSW, etc)","piecerate",0,0,0,1,NA,0,0,0,TRUE,50,30,0
"A34JKPSBWNK2XX",16,"Woman",NA,"48",NA,NA,0,"Yes",30,30,30,60,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","2","There is no difference in how much men and women prepare",38,"Master's degree (MA, MS, MENG, MSW, etc)","tournament",0,10,0,0.899999976158142,NA,0,0,25.982,TRUE,-31.4960441141213,-31.4960441141213,-31.4960441141213
"A3PIVSSF1BR9II",7,"Man",NA,"48",NA,NA,0,"Yes",50,70,40,10,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose each payment scheme equally","Men would choose tournament more often than piece rate","7","Women prepare more than men",55,"Some college (1-4 years, no degree)","tournament",0,8,0,0.899999976158142,NA,0,0,153.78,TRUE,-10.4890913450012,-20.4890913450012,9.5109086549988
"AGDJB8B8CDZ71",9,"Man",NA,"48",NA,NA,0,"No",100,100,100,40,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose each payment scheme equally","Men would choose each payment scheme equally","3","There is no difference in how much men and women prepare",34,"Bachelor's degree (BA, BS, etc)","tournament",0,0,0,0.899999976158142,NA,0,0,0,TRUE,100,100,100
"ADTXR06FTHAVK",6,"Woman",NA,"48",NA,NA,0,"No",50,50,0,10,"Men correctly solved more multiplication problems than women","Men were more likely to practice/study than women","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","7","Women prepare more than men",30,"Bachelor's degree (BA, BS, etc)","tournament",0,0,0,0.899999976158142,NA,0,0,0,TRUE,50,0,50
"A1TR615HGENX1M",10,"Woman",NA,"48",NA,NA,0,"Yes",60,0,30,0,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","6","Women prepare more than men",33,"Some college (1-4 years, no degree)","tournament",0,10,0,0.800000011920929,NA,0,0,96.561,TRUE,-1.49604411412132,-31.4960441141213,-61.4960441141213
"A2OVQHBCQAME3B",9,"Woman",NA,"48",NA,NA,0,"Yes",50,30,60,40,"Men correctly solved more multiplication problems than women","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","2","Women prepare more than men",49,"Bachelor's degree (BA, BS, etc)","piecerate",0,10,0,0.899999976158142,NA,0,0,23.47,TRUE,-11.4960441141213,-1.49604411412132,-31.4960441141213
"A17VFFLYIG6LZK",13,"Woman",NA,"48",NA,NA,0,"No",10,50,20,10,"Men correctly solved more multiplication problems than women","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","4","Women prepare more than men",38,"Some college (1-4 years, no degree)","tournament",0,0,0,0.899999976158142,NA,0,0,0,TRUE,10,20,50
"A2JTYD0X9E8O5R",13,"Woman",NA,"48",NA,NA,0,"No",50,50,0,40,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose each payment scheme equally","Men would choose tournament more often than piece rate","8","Women prepare more than men",59,"Bachelor's degree (BA, BS, etc)","piecerate",0,0,0,0.899999976158142,NA,0,0,0,TRUE,50,0,50
"A2RL4D8SMLP2IH",15,"Woman",NA,"48",NA,NA,0,"Yes",100,100,100,10,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose tournament more often than piece rate","Men would choose tournament more often than piece rate","1","Women prepare more than men",55,"Bachelor's degree (BA, BS, etc)","tournament",0,10,0,0.899999976158142,NA,0,0,49.647,TRUE,38.5039558858787,38.5039558858787,38.5039558858787
"A2Q1AAXZI7WJ36",12,"Woman",NA,"48",NA,NA,0,"Yes",40,60,20,40,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","6","Women prepare more than men",40,"Bachelor's degree (BA, BS, etc)","piecerate",0,10,0,0.899999976158142,NA,0,0,24.123,TRUE,-21.4960441141213,-41.4960441141213,-1.49604411412132
"A3BP890CXV4UMN",6,"Woman",NA,"48",NA,NA,0,"No",100,100,100,10,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose each payment scheme equally","Men would choose tournament more often than piece rate","0","Women prepare more than men",54,"Bachelor's degree (BA, BS, etc)","piecerate",0,0,0,1,NA,0,0,0,TRUE,100,100,100
"A2RTOC63P5UWQ",12,"Woman",NA,"48",NA,NA,0,"No",50,70,0,20,"Men correctly solved more multiplication problems than women","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","1","Women prepare more than men",22,"Bachelor's degree (BA, BS, etc)","tournament",0,0,0,0.899999976158142,NA,0,0,0,TRUE,50,0,70
"A2ZIFUNZCKXXUG",3,"Man",NA,"48",NA,NA,0,"No",20,60,50,40,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose each payment scheme equally","Men would choose each payment scheme equally","1","There is no difference in how much men and women prepare",71,"Associate's degree (including occupational or academic degrees)","tournament",0,0,0,1,NA,0,0,0,TRUE,20,50,60
"ARJL9F7X382BG",13,"Man",NA,"48",NA,NA,0,"Yes",50,60,30,40,"Women correctly solved more multiplication problems than men","Women were more likely to practice/study than men","Women would choose tournament more often than piece rate","Men would choose tournament more often than piece rate","6","Women prepare more than men",25,"Bachelor's degree (BA, BS, etc)","piecerate",0,10,0,0.800000011920929,NA,0,0,58.285,TRUE,-11.4960441141213,-31.4960441141213,-1.49604411412132
"A1N9JDMMCE1PY2",6,"Man",NA,"48",NA,NA,0,"No",100,100,100,0,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose piece rate more often than tournament","6","Women prepare more than men",27,"Associate's degree (including occupational or academic degrees)","piecerate",0,0,0,0.899999976158142,NA,0,0,0,TRUE,100,100,100
"A2B7SPYBPF7H8I",14,"Woman",NA,"48",NA,NA,0,"No",50,50,0,40,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose each payment scheme equally","Men would choose each payment scheme equally","7","Women prepare more than men",53,"Associate's degree (including occupational or academic degrees)","tournament",0,0,0,0.899999976158142,NA,0,0,0,TRUE,50,0,50
"A8BGHKGBA8O33",19,"Man",NA,"48",NA,NA,0,"No",10,10,10,80,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose piece rate more often than tournament","Men would choose piece rate more often than tournament","7","There is no difference in how much men and women prepare",34,"Bachelor's degree (BA, BS, etc)","piecerate",0,0,0,1,NA,0,0,0,TRUE,10,10,10
"A2QO8TLJCJDXU2",7,"Woman",NA,"48",NA,NA,0,"No",50,50,0,30,"Men correctly solved more multiplication problems than women","There was no difference in how likely men and women were to practice/study","Women would choose each payment scheme equally","Men would choose each payment scheme equally","4","There is no difference in how much men and women prepare",38,"Bachelor's degree (BA, BS, etc)","piecerate",0,0,0,0.899999976158142,NA,0,0,0,TRUE,50,0,50
"AKNLMYN8PBAQ7",16,"Woman",NA,"48",NA,NA,0,"No",100,100,100,40,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose piece rate more often than tournament","4","Women prepare more than men",24,"Bachelor's degree (BA, BS, etc)","tournament",0,0,0,1,NA,0,0,0,TRUE,100,100,100
"A3OBX0VX5W6VFJ",7,"Woman",NA,"48",NA,NA,0,"No",100,100,100,0,"Men correctly solved more multiplication problems than women","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","8","Women prepare more than men",68,"Master's degree (MA, MS, MENG, MSW, etc)","piecerate",0,0,0,1,NA,0,0,0,TRUE,100,100,100
"A1SJNPTF4T4R4U",9,"Man",NA,"48",NA,NA,0,"No",10,10,10,30,"Women correctly solved more multiplication problems than men","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","7","Women prepare more than men",38,"Bachelor's degree (BA, BS, etc)","tournament",0,0,0,1,NA,0,0,0,TRUE,10,10,10
"A1UG9D6DY5EWLK",9,"Man",NA,"48",NA,NA,0,"No",50,50,0,40,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose piece rate more often than tournament","Men would choose piece rate more often than tournament","5","There is no difference in how much men and women prepare",35,"High school graduate (diploma)","piecerate",0,0,0,1,NA,0,0,0,TRUE,50,0,50
"AHZ9JQD71RTRD",3,"Woman",NA,"48",NA,NA,0,"Yes",50,90,0,40,"Women correctly solved more multiplication problems than men","There was no difference in how likely men and women were to practice/study","Women would choose each payment scheme equally","Men would choose each payment scheme equally","10","Women prepare more than men",25,"Some college (1-4 years, no degree)","piecerate",0,10,0,0.899999976158142,NA,0,0,86.002,TRUE,-11.4960441141213,-61.4960441141213,28.5039558858787
"A23HZ18KTCK2DA",NA,"Woman",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,0,0,0,FALSE,0,0,0
"A3NXIIFJG95TXU",8,"Man",NA,"48",NA,NA,0,"No",70,60,70,70,"Women correctly solved more multiplication problems than men","Women were more likely to practice/study than men","Women would choose tournament more often than piece rate","Men would choose each payment scheme equally","8","Men prepare more than women",29,"Bachelor's degree (BA, BS, etc)","tournament",0,0,0,1,NA,0,0,0,TRUE,70,70,60
"A1E7J2GP3ZOCBD",12,"Woman",NA,"48",NA,NA,0,"No",40,30,30,60,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","6","Women prepare more than men",44,"Associate's degree (including occupational or academic degrees)","piecerate",0,0,0,0.899999976158142,NA,0,0,0,TRUE,40,30,30
"A11A9P82LT2M0H",10,"Woman",NA,"48",NA,NA,0,"Yes",10,40,0,100,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","1","There is no difference in how much men and women prepare",32,"Bachelor's degree (BA, BS, etc)","tournament",7,80,0,0.899999976158142,NA,0,0,375.127,TRUE,-89.7362742747543,-99.7362742747543,-59.7362742747543
"AD5VT46FQDFP2",22,"Man",NA,"48",NA,NA,0,"No",100,100,100,80,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","5","Women prepare more than men",22,"Associate's degree (including occupational or academic degrees)","piecerate",0,0,0,0.899999976158142,NA,0,0,0,TRUE,100,100,100
"ALJX3F6AX6WON",10,"Woman",NA,"48",NA,NA,0,"No",100,100,100,40,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose each payment scheme equally","Men would choose each payment scheme equally","6","Women prepare more than men",40,"Associate's degree (including occupational or academic degrees)","tournament",0,0,0,0.800000011920929,NA,0,0,0,TRUE,100,100,100
"A2PJHK7U7LXA8X",14,"Woman",NA,"48",NA,NA,0,"No",100,100,100,30,"Women correctly solved more multiplication problems than men","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","0","Women prepare more than men",35,"High school graduate (diploma)","piecerate",0,0,0,1,NA,0,0,0,TRUE,100,100,100
"A3TPCXJD1H8UNY",30,"Woman",NA,"48",NA,NA,0,"No",30,30,30,80,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose piece rate more often than tournament","Men would choose piece rate more often than tournament","6","Women prepare more than men",35,"Bachelor's degree (BA, BS, etc)","tournament",0,0,0,0.899999976158142,NA,0,0,0,TRUE,30,30,30
"A13XMDCMSOL3Z3",12,"Woman",NA,"48",NA,NA,0,"Yes",50,90,0,0,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","5","Women prepare more than men",53,"Some college (1-4 years, no degree)","tournament",0,10,0,0.899999976158142,NA,0,0,31.063,TRUE,-11.4960441141213,-61.4960441141213,28.5039558858787
"A2T4S8WUN9JP9J",13,"Man",NA,"48",NA,NA,0,"No",90,90,90,80,"Men correctly solved more multiplication problems than women","Men were more likely to practice/study than women","Women would choose tournament more often than piece rate","Men would choose tournament more often than piece rate","10","Men prepare more than women",38,"Some college (1-4 years, no degree)","tournament",0,0,0,1,NA,0,0,0,TRUE,90,90,90
"A2QIWWNL33VJ3J",12,"Woman",NA,"48",NA,NA,0,"No",50,40,40,40,"Men correctly solved more multiplication problems than women","Women were more likely to practice/study than men","Women would choose tournament more often than piece rate","Men would choose tournament more often than piece rate","5","There is no difference in how much men and women prepare",47,"Bachelor's degree (BA, BS, etc)","piecerate",0,0,0,0.899999976158142,NA,0,0,0,TRUE,50,40,40
"A3ON2MEPRGMEXM",6,"Man",NA,"48",NA,NA,0,"Yes",0,0,70,0,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","6","There is no difference in how much men and women prepare",19,"Some college (1-4 years, no degree)","tournament",3,40,0,1,NA,0,0,247.418,TRUE,-98.8971469671542,-28.8971469671542,-98.8971469671542
"A3CXGZFXBRW21C",8,"Woman",NA,"48",NA,NA,0,"Yes",20,20,20,50,"Women correctly solved more multiplication problems than men","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","6","Women prepare more than men",53,"Bachelor's degree (BA, BS, etc)","piecerate",0,5,0,0.800000011920929,NA,0,0,37.457,TRUE,-38.1155598177895,-38.1155598177895,-38.1155598177895
"A6FHG0DQFU7M9",8,"Man",NA,"48",NA,NA,0,"No",100,100,100,50,"Women correctly solved more multiplication problems than men","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","10","Women prepare more than men",26,"Master's degree (MA, MS, MENG, MSW, etc)","piecerate",0,0,0,0.899999976158142,NA,0,0,0,TRUE,100,100,100
"AVRFWBHLAXWA5",14,"Woman",NA,"48",NA,NA,0,"Yes",70,70,50,0,"Men correctly solved more multiplication problems than women","Women were more likely to practice/study than men","Women would choose tournament more often than piece rate","Men would choose piece rate more often than tournament","6","Women prepare more than men",52,"Master's degree (MA, MS, MENG, MSW, etc)","tournament",3,40,0,1,NA,0,0,109.809,TRUE,-28.8971469671542,-48.8971469671542,-28.8971469671542
"A1DSWRPKTVNHHP",8,"Woman",NA,"48",NA,NA,0,"No",20,60,10,60,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","0","Women prepare more than men",30,"Bachelor's degree (BA, BS, etc)","piecerate",0,0,0,0.899999976158142,NA,0,0,0,TRUE,20,10,60
"A1CUGWGAVOV7YF",7,"Man",NA,"48",NA,NA,0,"No",100,100,100,10,"Women correctly solved more multiplication problems than men","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","0","Women prepare more than men",42,"Some college (1-4 years, no degree)","piecerate",0,0,0,0.800000011920929,NA,NA,NA,0,TRUE,100,100,100
"A38IH5U8105J8",7,"Woman",NA,"48",NA,NA,0,"Yes",20,50,10,0,"Men correctly solved more multiplication problems than women","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose piece rate more often than tournament","0","Women prepare more than men",38,"Associate's degree (including occupational or academic degrees)","tournament",0,10,0,1,NA,0,0,57.829,TRUE,-41.4960441141213,-51.4960441141213,-11.4960441141213
