"gender","gender_other","residence","residence_other","nationality","nationality_other","task_comp_check1","task_comp_check2","task_comp_check3","comp_check_pr1","comp_check_pr1_do","comp_check_pr2","comp_check_pr2_do","comp_check_comp1","comp_check_comp1_do","comp_check_comp2","comp_check_comp2_do","comp_check_comp3","comp_check_comp3_do","comp_check_comp4","comp_check_comp4_do","comp_choice","pract_choice","conf_rank","better_gender_guess","perc_task_gender_pract","perc_gender_comp","risk","calc1","calc2","calc3","calc4","calc5","perc_gen_gender_pract","age","race_ethnicity","race_ethnicity_other","income","education","unclear","Gender...2646","condition","task_score","comp_choice_do","pract_count1","pract_count2","pract_count3","pract_count4","pract_count5","pract_count6","pract_count7","pract_count8","pract_count9","pract_count10","pract_count11","pract_count12","practice_nonempty","task_comp_check_acc","pay_comp_check_acc","n_comp_wrong","total_review_count","practice_choice_numeric","id"
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$12|$0|$1.20|$.25",NA,NA,"$24","$24|$0|$.25|$2",NA,NA,"$0","$.25|$0|$2|$24",NA,NA,"piecerate","Yes",20,"Men","Women","Men",6,"Slower","No","No","Slower","Women","Women",36,"Black/African-American",NA,"$100,000 to $200,00","Bachelor's Degree",NA,1,"control",21,"tournament_first",0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,2,1,875
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$0|$1.20|$12|$.25",NA,NA,"$24","$0|$.25|$24|$2",NA,NA,"$0","$0|$24|$2|$.25",NA,NA,"piecerate","No",90,"Men","Men","Men",5,"Faster","No","Yes","Faster","Men","Women",22,"White/Caucasian",NA,"$10,000 to $20,000","Bachelor's Degree",NA,0,"pract",51,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,876
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$.25|$0|$1.20|$12",NA,NA,"$24","$2|$0|$24|$.25",NA,NA,"$24","$2|$0|$24|$.25","$0","$.25|$28|$2|$0","piecerate","No",40,"Women","Women","Men",5,"Slower","No","Yes","Slower","Men","Women",33,"White/Caucasian",NA,"$40,000 to $50,000","Bachelor's Degree",NA,0,"pract",39,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,877
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$.25|$1.20|$0|$12",NA,NA,"$24","$0|$2|$.25|$24",NA,NA,"$24","$.25|$24|$2|$0","$0","$.25|$2|$0|$28","piecerate","No",60,"Men","Women","Men",0,"Slower","No","No","Slower","Women","Women",34,"White/Caucasian",NA,"$40,000 to $50,000","Some College",NA,1,"pract",58,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,878
"Woman",NA,"United States",NA,"American",NA,"58","2",NA,"$12","$1.20|$12|$.25|$0",NA,NA,"$24","$.25|$24|$2|$0",NA,NA,"$0","$24|$.25|$0|$2",NA,NA,"piecerate","Yes",50,"Women","Women","Men",5,"Slower","No","No","Slower","Men","Women",44,"White/Caucasian",NA,"$50,000 to $60,000","High School Diploma",NA,1,"pract",56,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,879
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$12|$0|$1.20|$.25",NA,NA,"$24","$.25|$2|$24|$0",NA,NA,"$0","$.25|$24|$0|$2",NA,NA,"piecerate","Yes",70,"Women","Men","Men",8,"Slower","No","Yes","Slower","Men","Women",36,"Hispanic/Latino",NA,"$80,000 to $90,000","Some College","everything was clear",1,"control",43,"pr_first",1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,1,880
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$12|$1.20|$.25|$0",NA,NA,"$24","$24|$2|$0|$.25",NA,NA,"$0","$0|$24|$.25|$2",NA,NA,"piecerate","No",60,"Men","Women","Men",2,"Slower","No","Yes","Slower","Women","Women",28,"Black/African-American",NA,"$10,000 to $20,000","High School Diploma","No.",1,"control",65,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$.25|$0|$12|$1.20",NA,NA,"$24","$0|$.25|$2|$24",NA,NA,"$0","$.25|$24|$0|$2",NA,NA,"tournament","No",70,"Men","Women","Men",7,"Slower","No","Yes","Slower","Men","Women",39,"White/Caucasian",NA,"$60,000 to $70,000","Bachelor's Degree","no",0,"control",65,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,882
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$1.20","$12|$.25|$0|$1.20","$14","$0|$.25|$1.40|$14","$24","$.25|$2|$24|$0",NA,NA,"$0","$.25|$0|$24|$2",NA,NA,"piecerate","No",70,"Women","Men","Men",10,"Slower","No","Yes","Slower","Men","Men",40,"White/Caucasian",NA,"$100,000 to $200,00","Graduate Degree",NA,1,"control",33,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,883
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$1.20","$0|$.25|$12|$1.20","$14","$14|$1.40|$0|$.25","$24","$2|$.25|$0|$24",NA,NA,"$0.25","$.25|$0|$24|$2","$0","$28|$2|$0|$.25","piecerate","No",40,"Women","Men","Men",3,"Faster","No","Yes","Faster","Women","Women",35,"White/Caucasian",NA,"Less than $10,000","Bachelor's Degree",NA,1,"control",15,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,884
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$12|$0|$1.20|$.25",NA,NA,"$24","$0|$.25|$2|$24",NA,NA,"$0","$0|$2|$24|$.25",NA,NA,"piecerate","No",70,"Women","Women","Men",7,"Slower","No","Yes","Slower","Men","Women",30,"Black/African-American",NA,"$50,000 to $60,000","Some College",NA,0,"pract",45,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,885
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$1.20","$1.20|$12|$.25|$0","$14","$1.40|$14|$0|$.25","$24","$2|$.25|$0|$24",NA,NA,"$0","$.25|$24|$0|$2",NA,NA,"piecerate","Yes",50,"Men","Men","Men",2,"Slower","No","No","Slower","Men","Men",29,"Hispanic/Latino",NA,"Less than $10,000","Vocational Training",NA,0,"control",69,"pr_first",1,0,0,0,0,0,0,0,0,0,0,0,12,0,1,1,2,1,886
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$0|$.25|$1.20|$12",NA,NA,"$24","$0|$24|$2|$.25",NA,NA,"$0","$.25|$24|$2|$0",NA,NA,"piecerate","Yes",60,"Men","Women","Men",5,"Slower","No","No","Slower","Men","Women",37,"White/Caucasian",NA,"Less than $10,000","Vocational Training","no",0,"pract",78,"pr_first",0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,2,1,887
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$0|$.25|$12|$1.20",NA,NA,"$24","$2|$0|$24|$.25",NA,NA,"$0","$24|$.25|$0|$2",NA,NA,"piecerate","No",70,"Men","Women","Men",7,"Slower","No","No","Slower","Women","Women",37,"White/Caucasian",NA,"$10,000 to $20,000","High School Diploma","no",0,"pract",47,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,888
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$12|$0|$1.20|$.25",NA,NA,"$24","$.25|$2|$24|$0",NA,NA,"$0","$.25|$0|$2|$24",NA,NA,"piecerate","No",70,"Men","Women","Women",3,"Faster","No","Yes","Faster","Women","Women",23,"White/Caucasian",NA,"$50,000 to $60,000","Bachelor's Degree","no",1,"pract",33,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,889
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$12|$1.20|$0|$.25",NA,NA,"$24","$2|$.25|$24|$0",NA,NA,"$0","$24|$0|$.25|$2",NA,NA,"tournament","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"control",3,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,890
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$0|$12|$.25|$1.20",NA,NA,"$24","$24|$2|$0|$.25",NA,NA,"$0","$0|$2|$24|$.25",NA,NA,"piecerate","Yes",20,"Men","Women","Men",4,"Slower","No","Yes","Slower","Men","Women",20,"Other (please specify)","South Asian","$30,000 to $40,000","Some College",NA,1,"pract",58,"tournament_first",0,0,1,1,0,0,0,0,0,0,0,0,24,0,0,0,3,1,891
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$12|$1.20|$0|$.25",NA,NA,"$24","$.25|$0|$24|$2",NA,NA,"$2","$2|$0|$24|$.25","$0","$.25|$2|$28|$0","piecerate","No",50,"Men","Women","Men",4,"Slower","No","Yes","Slower","Women","Women",30,"White/Caucasian",NA,"$100,000 to $200,00","Bachelor's Degree",NA,1,"control",64,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,892
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$12|$.25|$0|$1.20",NA,NA,"$24","$2|$.25|$0|$24",NA,NA,"$0","$2|$24|$0|$.25",NA,NA,"piecerate","Yes",30,"Women","Women","Men",5,"Slower","No","No","Slower","Men","Women",26,"Hispanic/Latino",NA,"$50,000 to $60,000","Bachelor's Degree",NA,1,"control",35,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,893
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$0|$12|$.25|$1.20",NA,NA,"$24","$2|$24|$.25|$0",NA,NA,"$0","$0|$24|$2|$.25",NA,NA,"tournament","Yes",60,"Men","Women","Women",2,"Slower","No","Yes","Slower","Women","Women",40,"White/Caucasian",NA,"$50,000 to $60,000","High School Diploma",NA,1,"pract",63,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,894
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$12|$0|$1.20|$.25",NA,NA,"$24","$2|$0|$.25|$24",NA,NA,"$0","$24|$.25|$0|$2",NA,NA,"piecerate","Yes",80,"Men","Women","Men",8,"Slower","No","No","Slower","Women","Women",51,"White/Caucasian",NA,"$30,000 to $40,000","Some College",NA,0,"pract",66,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,895
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$.25|$0|$12|$1.20",NA,NA,"$24","$0|$.25|$2|$24",NA,NA,"$0","$.25|$0|$24|$2",NA,NA,"piecerate","Yes",90,"Men","Men","Men",7,"Slower","No","Yes","Slower","Men","Women",32,"East Asian,Pacific Islander",NA,"$70,000 to $80,000","Bachelor's Degree",NA,0,"pract",88,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,896
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$12|$0|$1.20|$.25",NA,NA,"$24","$24|$0|$2|$.25",NA,NA,"$0","$.25|$24|$0|$2",NA,NA,"piecerate","No",80,"Men","Women","Men",3,"Slower","No","No","Slower","Women","Women",22,"East Asian",NA,"$20,000 to $30,000","Bachelor's Degree",NA,0,"control",78,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,897
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$.25|$0|$1.20|$12",NA,NA,"$24","$24|$.25|$2|$0",NA,NA,"$24","$2|$24|$0|$.25","$0","$0|$28|$2|$.25","piecerate","Yes",60,"Men","Women","Women",7,"Slower","No","No","Slower","Men","Women",38,"Hispanic/Latino",NA,"$70,000 to $80,000","Some College","no",1,"control",34,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,898
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$1.20","$1.20|$12|$0|$.25","$14","$1.40|$0|$14|$.25","$24","$0|$2|$24|$.25",NA,NA,"$0","$.25|$24|$0|$2",NA,NA,"piecerate","Yes",60,"Women","Women","Men",1,"Slower","No","No","Slower","Women","Women",45,"White/Caucasian",NA,"Less than $10,000","Bachelor's Degree","nothing unclear",1,"control",82,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,899
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$1.20|$.25|$0|$12",NA,NA,"$24","$2|$0|$.25|$24",NA,NA,"$0","$0|$24|$2|$.25",NA,NA,"piecerate","Yes",10,"Women","Men","Women",2,"Slower","No","No","Slower","Men","Women",56,"Hispanic/Latino",NA,"$10,000 to $20,000","Bachelor's Degree",NA,0,"control",38,"pr_first",0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,2,1,900
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$1.20|$.25|$12|$0",NA,NA,"$24","$.25|$2|$0|$24",NA,NA,"$0","$2|$.25|$0|$24",NA,NA,"piecerate","Yes",90,"Men","Women","Men",6,"Slower","No","No","Slower","Women","Women",48,"East Asian",NA,"$100,000 to $200,00","Some College",NA,1,"pract",63,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,901
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$.25|$0|$12|$1.20",NA,NA,"$24","$0|$.25|$2|$24",NA,NA,"$0","$0|$.25|$24|$2",NA,NA,"piecerate","Yes",60,"Men","Women","Men",5,"Slower","No","Yes","Slower","Men","Women",29,"White/Caucasian",NA,"$40,000 to $50,000","High School Diploma",NA,0,"control",65,"tournament_first",0,0,1,1,0,1,1,0,0,0,0,0,48,0,0,0,5,1,902
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$.25|$12|$1.20|$0",NA,NA,"$24","$0|$2|$24|$.25",NA,NA,"$0","$24|$2|$0|$.25",NA,NA,"tournament","Yes",60,"Men","Men","Men",9,"Slower","No","No","Slower","Men","Women",35,"White/Caucasian",NA,"$30,000 to $40,000","Bachelor's Degree",NA,0,"control",61,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,903
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$.25|$1.20|$12|$0",NA,NA,"$24","$24|$0|$2|$.25",NA,NA,"$2","$2|$0|$24|$.25","$0","$.25|$0|$2|$28","piecerate","No",30,"Men","Women","Men",7,"Slower","No","Yes","Slower","Women","Women",29,"White/Caucasian",NA,"$10,000 to $20,000","Bachelor's Degree",NA,1,"pract",39,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,904
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$12|$0|$1.20|$.25",NA,NA,"$24","$.25|$0|$24|$2",NA,NA,"$0","$0|$.25|$24|$2",NA,NA,"piecerate","Yes",50,"Women","Women","Men",7,"Slower","No","Yes","Faster","Men","Women",25,"East Asian",NA,"Less than $10,000","Bachelor's Degree",NA,0,"pract",101,"pr_first",0,0,0,1,0,0,0,0,0,0,0,1,24,0,0,0,3,1,905
"Woman",NA,"United States",NA,"American",NA,"36","2",NA,"$1.20","$.25|$0|$12|$1.20","$14","$1.40|$0|$.25|$14","$24","$.25|$2|$24|$0",NA,NA,"$0","$0|$.25|$2|$24",NA,NA,"piecerate","Yes",80,"Men","Women","Men",4,"Slower","No","Yes","Slower","Men","Women",26,"Black/African-American",NA,"$50,000 to $60,000","Bachelor's Degree","No",1,"control",56,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,906
"Man",NA,"United States",NA,"American",NA,"36","2",NA,"$12","$1.20|$12|$0|$.25",NA,NA,"$24","$.25|$0|$2|$24",NA,NA,"$0","$2|$24|$.25|$0",NA,NA,"tournament","No",30,"Women","Women","Men",3,"Slower","No","Yes","Slower","Men","Women",21,"Black/African-American",NA,"Less than $10,000","Some College","no",0,"pract",45,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,907
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$1.20|$0|$.25|$12",NA,NA,"$24","$2|$0|$.25|$24",NA,NA,"$0","$24|$0|$2|$.25",NA,NA,"piecerate","Yes",60,"Men","Women","Men",6,"Slower","No","Yes","Slower","Men","Women",62,"White/Caucasian",NA,"$40,000 to $50,000","Bachelor's Degree","no",1,"pract",79,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,908
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$1.20","$0|$1.20|$.25|$12","$14","$14|$.25|$0|$1.40","$24","$0|$.25|$2|$24",NA,NA,"$0","$24|$0|$.25|$2",NA,NA,"tournament","Yes",70,"Women","Women","Men",7,"Slower","No","No","Slower","Women","Women",58,"White/Caucasian",NA,"$20,000 to $30,000","Bachelor's Degree","Nothing unclear. Thank you.",1,"control",65,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,909
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$12|$1.20|$0|$.25",NA,NA,"$24","$2|$.25|$0|$24",NA,NA,"$0","$.25|$2|$24|$0",NA,NA,"piecerate","No",70,"Men","Women","Men",4,"Slower","No","No","Slower","Women","Women",29,"White/Caucasian",NA,"$30,000 to $40,000","Graduate Degree","no",1,"pract",89,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,910
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$1.20|$12|$0|$.25",NA,NA,"$2","$.25|$24|$2|$0","$28","$2|$.25|$0|$28","$0","$.25|$0|$24|$2",NA,NA,"piecerate","No",30,"Men","Men","Men",4,"Slower","No","Yes","Slower","Men","Men",67,"White/Caucasian",NA,"$30,000 to $40,000","Bachelor's Degree","no",1,"control",42,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,911
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$1.20|$0|$.25|$12",NA,NA,"$24","$.25|$2|$24|$0",NA,NA,"$0","$0|$24|$2|$.25",NA,NA,"piecerate","Yes",60,"Men","Women","Men",2,"Slower","No","No","Slower","Men","Women",34,"Pacific Islander",NA,"Less than $10,000","Bachelor's Degree","No.",1,"pract",100,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,912
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$0|$1.20|$.25|$12",NA,NA,"$0.25","$24|$0|$2|$.25","$28","$2|$28|$.25|$0","$0","$0|$2|$.25|$24",NA,NA,"piecerate","No",30,"Women","Women","Men",5,"Slower","No","No","Slower","Men","Women",44,"White/Caucasian",NA,"$20,000 to $30,000","Vocational Training","Everything was very clear.",0,"pract",30,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,913
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$1.20|$0|$.25|$12",NA,NA,"$24","$0|$.25|$24|$2",NA,NA,"$0","$2|$.25|$24|$0",NA,NA,"piecerate","Yes",80,"Women","Women","Men",6,"Slower","No","Yes","Slower","Men","Women",30,"White/Caucasian",NA,"$10,000 to $20,000","Some College","no",1,"control",70,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,914
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$1.20|$.25|$0|$12",NA,NA,"$24","$2|$.25|$24|$0",NA,NA,"$0","$0|$2|$.25|$24",NA,NA,"piecerate","No",70,"Men","Women","Men",3,"Slower","No","No","Slower","Men","Women",35,"White/Caucasian",NA,"$40,000 to $50,000","Bachelor's Degree","no",0,"pract",85,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,915
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$0|$12|$1.20|$.25",NA,NA,"$24","$24|$2|$0|$.25",NA,NA,"$0","$.25|$2|$24|$0",NA,NA,"piecerate","Yes",50,"Men","Men","Men",6,"Slower","No","No","Slower","Women","Women",35,"East Asian",NA,"$20,000 to $30,000","High School Diploma",NA,0,"control",38,"pr_first",1,0,0,0,1,0,0,0,0,0,0,0,24,0,0,0,3,1,916
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$12|$0|$.25|$1.20",NA,NA,"$24","$24|$0|$.25|$2",NA,NA,"$0","$.25|$24|$2|$0",NA,NA,"piecerate","No",30,"Men","Women","Men",6,"Slower","No","Yes","Slower","Women","Women",36,"East Asian",NA,"$10,000 to $20,000","Bachelor's Degree",NA,1,"pract",57,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,917
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$0|$12|$1.20|$.25",NA,NA,"$24","$24|$2|$0|$.25",NA,NA,"$0","$0|$.25|$2|$24",NA,NA,"piecerate","No",30,"Men","Women","Men",3,"Slower","No","Yes","Faster","Women","Women",32,"White/Caucasian,Black/African-American",NA,"$30,000 to $40,000","Bachelor's Degree",NA,1,"control",44,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,918
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$0|$.25|$12|$1.20",NA,NA,"$24","$0|$.25|$2|$24",NA,NA,"$0","$24|$.25|$2|$0",NA,NA,"piecerate","No",60,"Women","Women","Men",5,"Slower","No","No","Slower","Women","Women",36,"East Asian",NA,"$80,000 to $90,000","Graduate Degree",NA,1,"pract",50,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,919
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$1.20","$.25|$12|$0|$1.20","$14","$.25|$0|$14|$1.40","$24","$24|$0|$2|$.25",NA,NA,"$0","$2|$24|$0|$.25",NA,NA,"tournament","Yes",80,"Men","Women","Men",8,"Slower","No","No","Slower","Women","Women",43,"East Asian",NA,"$80,000 to $90,000","Bachelor's Degree","Thank you. Everything was clear.",0,"control",80,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,920
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$12|$0|$1.20|$.25",NA,NA,"$24","$0|$.25|$24|$2",NA,NA,"$0","$.25|$2|$0|$24",NA,NA,"piecerate","Yes",80,"Men","Women","Men",2,"Slower","No","Yes","Faster","Women","Women",32,"White/Caucasian",NA,"$30,000 to $40,000","Some College","NO",0,"control",134,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,921
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$12|$1.20|$0|$.25",NA,NA,"$24","$24|$2|$0|$.25",NA,NA,"$0","$24|$.25|$2|$0",NA,NA,"piecerate","No",60,"Women","Women","Men",0,"Slower","No","No","Slower","Men","Women",31,"White/Caucasian",NA,"Less than $10,000","Some College",NA,0,"pract",64,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,922
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$1.20|$.25|$0|$12",NA,NA,"$24","$2|$.25|$24|$0",NA,NA,"$0","$0|$24|$.25|$2",NA,NA,"piecerate","Yes",60,"Men","Women","Men",6,"Slower","No","Yes","Slower","Men","Women",26,"White/Caucasian",NA,"$50,000 to $60,000","Bachelor's Degree","Everything was clear.",0,"control",67,"pr_first",0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,2,1,923
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$12|$0|$.25|$1.20",NA,NA,"$24","$0|$2|$.25|$24",NA,NA,"$0","$0|$2|$24|$.25",NA,NA,"piecerate","Yes",70,"Men","Women","Men",3,"Slower","No","No","Slower","Men","Women",53,"White/Caucasian",NA,"$50,000 to $60,000","Bachelor's Degree","no, they were very clear.",1,"pract",43,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,924
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$0|$.25|$12|$1.20",NA,NA,"$24","$2|$24|$.25|$0",NA,NA,"$0","$0|$.25|$2|$24",NA,NA,"piecerate","Yes",20,"Women","Women","Men",8,"Faster","No","Yes","Faster","Men","Women",25,"White/Caucasian",NA,"$40,000 to $50,000","Bachelor's Degree","I enjoyed the survey very much, thank you.",1,"pract",20,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,925
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$1.20","$1.20|$12|$.25|$0","$14","$14|$.25|$0|$1.40","$2","$24|$0|$.25|$2","$28","$28|$2|$0|$.25","$24","$.25|$2|$24|$0","$0","$28|$2|$.25|$0","tournament","Yes",90,"Women","Women","Women",7,"Slower","Yes","No","Slower","Women","Women",49,"White/Caucasian",NA,"$20,000 to $30,000","High School Diploma","no",1,"control",40,"tournament_first",1,0,0,0,1,0,0,0,0,1,0,0,36,0,3,3,4,1,926
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$0|$1.20|$12|$.25",NA,NA,"$24","$.25|$0|$24|$2",NA,NA,"$24","$0|$24|$2|$.25","$0","$28|$.25|$2|$0","piecerate","Yes",40,"Women","Women","Men",4,"Slower","No","Yes","Slower","Men","Women",38,"White/Caucasian",NA,"$100,000 to $200,00","Graduate Degree",NA,1,"control",34,"tournament_first",0,0,0,0,0,0,0,0,1,0,0,0,12,0,1,1,2,1,927
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$.25|$1.20|$12|$0",NA,NA,"$24","$.25|$0|$24|$2",NA,NA,"$0","$2|$.25|$0|$24",NA,NA,"piecerate","Yes",80,"Men","Women","Men",2,"Slower","No","No","Slower","Men","Women",23,"East Asian",NA,"$10,000 to $20,000","Bachelor's Degree",NA,1,"control",73,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,928
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$1.20|$12|$0|$.25",NA,NA,"$24","$0|$.25|$24|$2",NA,NA,"$0","$0|$24|$.25|$2",NA,NA,"piecerate","Yes",10,"Women","Women","Men",5,"Faster","No","No","Faster","Women","Women",58,"White/Caucasian",NA,"$20,000 to $30,000","Some College",NA,0,"pract",28,"tournament_first",0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,2,1,929
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$.25|$12|$1.20|$0",NA,NA,"$24","$24|$.25|$0|$2",NA,NA,"$0","$.25|$0|$2|$24",NA,NA,"piecerate","No",90,"Men","Women","Men",5,"Slower","No","Yes","Slower","Women","Men",38,"White/Caucasian",NA,"$60,000 to $70,000","Bachelor's Degree","no",0,"control",34,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$.25|$12|$1.20|$0",NA,NA,"$24","$2|$24|$0|$.25",NA,NA,"$0","$24|$.25|$0|$2",NA,NA,"tournament","Yes",80,"Men","Women","Men",4,"Slower","No","No","Slower","Women","Women",55,"East Asian",NA,"Less than $10,000","Some College","No. Everything was clear.",1,"control",102,"pr_first",0,0,0,0,0,0,0,0,0,0,1,1,24,0,0,0,3,1,931
